Participant;Time;Attention;Meditation
P04;17:50:08;61;64
P04;17:50:09;66;74
P04;17:50:10;63;53
P04;17:50:11;66;43
P04;17:50:12;53;29
P04;17:50:13;51;24
P04;17:50:14;50;17
P04;17:50:15;35;35
P04;17:50:16;26;30
P04;17:50:17;23;21
P04;17:50:18;29;38
P04;17:50:19;51;34
P04;17:50:20;54;41
P04;17:50:21;57;50
P04;17:50:22;38;48
P04;17:50:23;29;50
P04;17:50:24;38;41
P04;17:50:25;35;44
P04;17:50:26;56;51
P04;17:50:27;57;48
P04;17:50:28;57;50
P04;17:50:29;66;51
P04;17:50:30;56;41
P04;17:50:31;56;41
P04;17:50:32;56;40
P04;17:50:33;57;48
P04;17:50:34;54;47
P04;17:50:35;44;43
P04;17:50:36;48;44
P04;17:50:37;47;27
P04;17:50:38;30;23
P04;17:50:39;44;21
P04;17:50:40;30;7
P04;17:50:41;30;7
P04;17:50:42;23;1
P04;17:50:43;35;1
P04;17:50:44;30;1
P04;17:50:45;40;1
P04;17:50:46;48;8
P04;17:50:47;50;11
P04;17:50:48;40;10
P04;17:50:49;51;13
P04;17:50:50;66;29
P04;17:50:51;75;29
P04;17:50:52;94;40
P04;17:50:53;78;37
P04;17:50:54;61;35
P04;17:50:55;41;44
P04;17:50:56;38;56
P04;17:50:57;43;74
P04;17:50:58;47;61
P04;17:50:59;51;63
P04;17:51:00;35;38
P04;17:51:01;0;0
P04;17:51:02;54;26
P04;17:51:03;48;14
P04;17:51:04;64;34
P04;17:51:05;64;34
P04;17:51:06;69;50
P04;17:51:07;53;35
P04;17:51:08;61;37
P04;17:51:09;61;37
P04;17:51:10;61;35
P04;17:51:11;66;35
P04;17:51:12;63;53
P04;17:51:13;81;67
P04;17:51:14;81;67
P04;17:51:15;70;60
P04;17:51:16;64;54
P04;17:51:17;64;40
P04;17:51:18;51;24
P04;17:51:19;51;24
P04;17:51:20;53;21
P04;17:51:21;57;26
P04;17:51:22;53;14
P04;17:51:23;57;20
P04;17:51:24;60;40
P04;17:51:25;51;17
P04;17:51:26;63;37
P04;17:51:27;54;29
P04;17:51:28;51;14
P04;17:51:29;66;24
P04;17:51:30;64;26
P04;17:51:31;61;47
P04;17:51:32;81;64
P04;17:51:33;64;67
P04;17:51:34;64;54
P04;17:51:35;64;54
P04;17:51:36;64;54
P04;17:51:37;77;40
P04;17:51:38;75;41
P04;17:51:39;80;53
P04;17:51:40;78;69
P04;17:51:41;78;69
P04;17:51:42;78;69
P04;17:51:43;80;66
P04;17:51:44;67;66
P04;17:51:45;70;50
P04;17:51:46;63;50
P04;17:51:47;56;66
P04;17:51:48;63;50
P04;17:51:49;64;50
P04;17:51:50;70;34
P04;17:51:51;70;14
P04;17:51:52;56;11
P04;17:51:53;57;1
P04;17:51:54;40;1
P04;17:51:55;41;7
P04;17:51:56;61;21
P04;17:51:57;54;37
P04;17:51:58;77;60
P04;17:51:59;77;60
P04;17:52:00;69;57
P04;17:52:01;63;57
P04;17:52:02;54;48
P04;17:52:03;35;37
P04;17:52:04;37;34
P04;17:52:05;20;17
P04;17:52:06;27;29
P04;17:52:07;43;48
P04;17:52:08;41;51
P04;17:52:09;50;56
P04;17:52:10;53;47
P04;17:52:11;47;35
P04;17:52:12;44;26
P04;17:52:13;61;43
P04;17:52:14;64;48
P04;17:52:15;66;51
P04;17:52:16;70;63
P04;17:52:17;70;63
P04;17:52:18;57;44
P04;17:52:19;61;53
P04;17:52:20;64;50
P04;17:52:21;61;43
P04;17:52:22;69;57
P04;17:52:23;54;54
P04;17:52:24;60;48
P04;17:52:25;63;48
P04;17:52:26;63;48
P04;17:52:27;50;43
P04;17:52:28;50;41
P04;17:52:29;37;38
P04;17:52:30;29;47
P04;17:52:31;30;34
P04;17:52:32;27;24
P04;17:52:33;43;40
P04;17:52:34;43;40
P04;17:52:35;47;21
P04;17:52:36;40;20
P04;17:52:37;61;38
P04;17:52:38;50;38
P04;17:52:39;63;50
P04;17:52:40;84;64
P04;17:52:41;74;53
P04;17:52:42;78;48
P04;17:52:43;80;57
P04;17:52:44;78;53
P04;17:52:45;84;50
P04;17:52:46;96;43
P04;17:52:47;88;47
P04;17:52:48;88;47
P04;17:52:49;97;57
P04;17:52:50;96;69
P04;17:52:51;93;69
P04;17:52:52;94;80
P04;17:52:53;94;80
P04;17:52:54;94;80
P04;17:52:55;94;80
P04;17:52:56;81;70
P04;17:52:57;83;66
P04;17:52:58;80;63
P04;17:52:59;69;66
P04;17:53:00;77;74
P04;17:53:01;77;56
P04;17:53:02;64;48
P04;17:53:03;61;43
P04;17:53:04;54;29
P04;17:53:05;54;40
P04;17:53:06;69;48
P04;17:53:07;69;44
P04;17:53:08;64;40
P04;17:53:09;74;43
P04;17:53:10;78;27
P04;17:53:11;78;27
P04;17:53:12;94;48
P04;17:53:13;94;48
P04;17:53:14;74;40
P04;17:53:15;57;40
P04;17:53:16;67;41
P04;17:53:17;63;40
P04;17:53:18;81;53
P04;17:53:19;81;53
P04;17:53:20;93;69
P04;17:53:21;96;80
P04;17:53:22;96;80
P04;17:53:23;100;80
P04;17:53:24;100;80
P04;17:53:25;100;80
P04;17:53:26;93;74
P04;17:53:27;84;57
P04;17:53:28;78;47
P04;17:53:29;64;37
P04;17:53:30;77;43
P04;17:53:31;90;50
P04;17:53:32;90;50
P04;17:53:33;81;50
P04;17:53:34;81;54
P04;17:53:35;66;44
P04;17:53:36;41;40
P04;17:53:37;47;47
P04;17:53:38;50;51
P04;17:53:39;51;41
P04;17:53:40;57;53
P04;17:53:41;51;51
P04;17:53:42;56;41
P04;17:53:43;51;63
P04;17:53:44;57;69
P04;17:53:45;56;61
P04;17:53:46;53;61
P04;17:53:47;66;44
P04;17:53:48;61;35
P04;17:53:49;74;40
P04;17:53:50;74;41
P04;17:53:51;56;44
P04;17:53:52;61;48
P04;17:53:53;51;54
P04;17:53:54;50;50
P04;17:53:55;47;51
P04;17:53:56;47;51
P04;17:53:57;47;50
P04;17:53:58;63;40
P04;17:53:59;66;41
P04;17:54:00;80;40
P04;17:54:01;80;40
P04;17:54:02;80;38
P04;17:54:03;74;29
P04;17:54:04;75;30
P04;17:54:05;70;26
P04;17:54:06;47;20
P04;17:54:07;48;21
P04;17:54:08;48;27
P04;17:54:09;47;27
P04;17:54:10;60;43
P04;17:54:11;51;34
P04;17:54:12;41;21
P04;17:54:13;41;14
P04;17:54:14;54;24
P04;17:54:15;64;48
P04;17:54:16;63;48
P04;17:54:17;64;54
P04;17:54:18;64;54
P04;17:54:19;50;43
P04;17:54:20;48;30
P04;17:54:21;53;35
P04;17:54:22;53;35
P04;17:54:23;61;37
P04;17:54:24;75;43
P04;17:54:25;84;40
P04;17:54:26;84;47
P04;17:54:27;75;48
P04;17:54:28;61;37
P04;17:54:29;51;53
P04;17:54:30;54;37
P04;17:54:31;53;37
P04;17:54:32;64;47
P04;17:54:33;60;38
P04;17:54:34;69;70
P04;17:54:35;78;78
P04;17:54:36;67;80
P04;17:54:37;80;83
P04;17:54:38;70;63
P04;17:54:39;70;56
P04;17:54:40;63;63
P04;17:54:41;43;53
P04;17:54:42;44;54
P04;17:54:43;29;47
P04;17:54:44;30;27
P04;17:54:45;40;24
P04;17:54:46;44;34
P04;17:54:47;57;34
P04;17:54:48;64;38
P04;17:54:49;69;40
P04;17:54:50;77;26
P04;17:54:51;77;37
P04;17:54:52;78;40
P04;17:54:53;75;66
P04;17:54:54;63;77
P04;17:54:55;63;69
P04;17:54:56;54;66
P04;17:54:57;50;53
P04;17:54:58;51;51
P04;17:54:59;41;74
P04;17:55:00;50;75
P04;17:55:01;44;66
P04;17:55:02;50;64
P04;17:55:03;48;43
P04;17:55:04;54;41
P04;17:55:05;67;34
P04;17:55:06;67;34
P04;17:55:07;60;41
P04;17:55:08;66;47
P04;17:55:09;70;48
P04;17:55:10;51;56
P04;17:55:11;38;41
P04;17:55:12;0;0
P04;17:55:13;0;0
P04;17:55:12;0;0
P04;17:55:13;44;60
P04;17:55:14;44;0
P04;17:55:15;51;63
P04;17:55:16;50;75
P04;17:55:17;43;47
P04;17:55:18;23;50
P04;17:55:19;17;44
P04;17:55:20;27;26
P04;17:55:21;35;29
P04;17:55:22;53;29
P04;17:55:23;63;27
P04;17:55:24;60;34
P04;17:55:25;70;47
P04;17:55:26;74;34
P04;17:55:27;67;30
P04;17:55:28;70;37
P04;17:55:29;64;26
P04;17:55:30;77;43
P04;17:55:31;74;41
P04;17:55:32;67;43
P04;17:55:33;69;41
P04;17:55:34;64;41
P04;17:55:35;77;56
P04;17:55:36;77;51
P04;17:55:37;67;48
P04;17:55:38;74;51
P04;17:55:39;74;44
P04;17:55:40;70;54
P04;17:55:41;70;48
P04;17:55:42;70;51
P04;17:55:43;75;57
P04;17:55:44;69;54
P04;17:55:45;80;78
P04;17:55:46;69;74
P04;17:55:47;57;83
P04;17:55:48;66;81
P04;17:55:49;51;54
P04;17:55:50;48;47
P04;17:55:51;56;26
P04;17:55:52;51;20
P04;17:55:53;51;27
P04;17:55:54;43;16
P04;17:55:55;35;26
P04;17:55:56;41;30
P04;17:55:57;43;35
P04;17:55:58;61;54
P04;17:55:59;78;61
P04;17:56:00;78;50
P04;17:56:01;69;41
P04;17:56:02;60;37
P04;17:56:03;35;16
P04;17:56:04;27;29
P04;17:56:05;43;40
P04;17:56:06;63;38
P04;17:56:07;84;50
P04;17:56:08;90;48
P04;17:56:09;83;35
P04;17:56:10;77;29
P04;17:56:11;64;30
P04;17:56:12;74;43
P04;17:56:13;83;40
P04;17:56:14;77;63
P04;17:56:15;77;63
P04;17:56:16;83;69
P04;17:56:17;69;57
P04;17:56:18;64;80
P04;17:56:19;64;80
P04;17:56:20;64;80
P04;17:56:21;61;66
P04;17:56:22;50;53
P04;17:56:23;74;57
P04;17:56:24;74;57
P04;17:56:25;74;57
P04;17:56:26;78;40
P04;17:56:27;66;26
P04;17:56:28;63;13
P04;17:56:29;53;4
P04;17:56:30;43;16
P04;17:56:31;51;21
P04;17:56:32;67;51
P04;17:56:33;51;48
P04;17:56:34;57;44
P04;17:56:35;57;54
P04;17:56:36;44;51
P04;17:56:37;54;47
P04;17:56:38;53;37
P04;17:56:39;54;30
P04;17:56:40;56;34
P04;17:56:41;48;40
P04;17:56:42;38;44
P04;17:56:43;38;44
P04;17:56:44;41;47
P04;17:56:45;50;37
P04;17:56:46;51;34
P04;17:56:47;64;50
P04;17:56:48;51;40
P04;17:56:49;50;34
P04;17:56:50;53;27
P04;17:56:51;57;30
P04;17:56:52;75;51
P04;17:56:53;78;67
P04;17:56:54;83;81
P04;17:56:55;81;81
P04;17:56:56;80;69
P04;17:56:57;67;67
P04;17:56:58;60;66
P04;17:56:59;56;60
P04;17:57:00;47;48
P04;17:57:01;47;30
P04;17:57:02;27;13
P04;17:57:03;14;13
P04;17:57:04;21;41
P04;17:57:05;34;48
P04;17:57:06;60;74
P04;17:57:07;60;74
P04;17:57:08;60;63
P04;17:57:09;53;40
P04;17:57:10;48;47
P04;17:57:11;41;56
P04;17:57:12;43;57
P04;17:57:13;48;66
P04;17:57:14;53;69
P04;17:57:15;57;50
P04;17:57:16;57;50
P04;17:57:17;54;48
P04;17:57:18;54;37
P04;17:57:19;51;29
P04;17:57:20;50;30
P04;17:57:21;57;20
P04;17:57:22;60;23
P04;17:57:23;70;30
P04;17:57:24;91;44
P04;17:57:25;87;35
P04;17:57:26;84;26
P04;17:57:27;69;30
P04;17:57:28;57;34
P04;17:57:29;53;64
P04;17:57:30;48;70
P04;17:57:31;50;67
P04;17:57:32;38;60
P04;17:57:33;47;48
P04;17:57:34;40;43
P04;17:57:35;38;37
P04;17:57:36;53;30
P04;17:57:37;47;21
P04;17:57:38;53;29
P04;17:57:39;54;47
P04;17:57:40;43;30
P04;17:57:41;40;37
P04;17:57:42;30;30
P04;17:57:43;23;10
P04;17:57:44;23;10
P04;17:57:45;27;23
P04;17:57:46;29;17
P04;17:57:47;40;29
P04;17:57:48;44;29
P04;17:57:49;43;23
P04;17:57:50;35;14
P04;17:57:51;24;3
P04;17:57:52;24;8
P04;17:57:53;26;23
P04;17:57:54;34;37
P04;17:57:55;48;44
P04;17:57:56;51;30
P04;17:57:57;57;34
P04;17:57:58;48;34
P04;17:57:59;48;24
P04;17:58:00;44;47
P04;17:58:01;54;51
P04;17:58:02;61;51
P04;17:58:03;43;53
P04;17:58:04;43;53
P04;17:58:05;43;53
P04;17:58:06;44;50
P04;17:58:07;56;60
P04;17:58:08;70;74
P04;17:58:09;81;74
P04;17:58:10;60;57
P04;17:58:11;64;53
P04;17:58:12;64;41
P04;17:58:13;61;38
P04;17:58:14;63;37
P04;17:58:15;51;40
P04;17:58:16;57;44
P04;17:58:17;51;44
P04;17:58:18;53;64
P04;17:58:19;56;48
P04;17:58:20;47;44
P04;17:58:21;50;35
P04;17:58:22;50;16
P04;17:58:23;47;21
P04;17:58:24;57;17
P04;17:58:25;61;29
P04;17:58:26;69;38
P04;17:58:27;70;35
P04;17:58:28;51;47
P04;17:58:29;40;38
P04;17:58:30;29;44
P04;17:58:31;38;41
P04;17:58:32;48;29
P04;17:58:33;56;40
P04;17:58:34;56;30
P04;17:58:35;43;27
P04;17:58:36;29;29
P04;17:58:37;26;27
P04;17:58:38;24;30
P04;17:58:39;24;40
P04;17:58:40;51;44
P04;17:58:41;48;48
P04;17:58:42;56;47
P04;17:58:43;63;50
P04;17:58:44;48;50
P04;17:58:45;61;43
P04;17:58:46;57;53
P04;17:58:47;60;54
P04;17:58:48;60;57
P04;17:58:49;51;56
P04;17:58:50;63;47
P04;17:58:51;63;51
P04;17:58:52;53;43
P04;17:58:53;61;51
P04;17:58:54;61;51
P04;17:58:55;47;47
P04;17:58:56;48;41
P04;17:58:57;40;30
P04;17:58:58;40;17
P04;17:58:59;64;26
P04;17:59:00;70;21
P04;17:59:01;87;30
P04;17:59:02;78;43
P04;17:59:03;53;40
P04;17:59:04;40;48
P04;17:59:05;30;50
P04;17:59:06;35;50
P04;17:59:07;34;51
P04;17:59:08;37;37
P04;17:59:09;29;24
P04;17:59:10;35;17
P04;17:59:11;37;11
P04;17:59:12;37;11
P04;17:59:13;54;17
P04;17:59:14;53;24
P04;17:59:15;51;10
P04;17:59:16;44;24
P04;17:59:17;34;23
P04;17:59:18;29;34
P04;17:59:19;35;48
P04;17:59:20;35;48
P04;17:59:21;43;37
P04;17:59:22;56;54
P04;17:59:23;54;47
P04;17:59:24;44;48
P04;17:59:25;40;50
P04;17:59:26;37;44
P04;17:59:27;44;0
P04;17:59:28;43;38
P04;17:59:29;38;35
P04;17:59:30;41;44
P04;17:59:31;29;44
P04;17:59:32;41;51
P04;17:59:33;51;44
P04;17:59:34;54;29
P04;17:59:35;66;24
P04;17:59:36;75;43
P04;17:59:37;60;43
P04;17:59:38;43;38
P04;17:59:39;35;38
P04;17:59:40;23;17
P04;17:59:41;40;8
P04;17:59:42;48;17
P04;17:59:43;48;17
P04;17:59:44;48;17
P04;17:59:45;44;20
P04;17:59:46;43;26
P04;17:59:47;48;44
P04;17:59:48;54;50
P04;17:59:49;57;53
P04;17:59:50;47;60
P04;17:59:51;56;37
P04;17:59:52;40;23
P04;17:59:53;48;24
P04;17:59:54;51;29
P04;17:59:55;35;53
P04;17:59:56;48;63
P04;17:59:57;38;56
P04;17:59:58;34;44
P04;17:59:59;27;21
P04;18:00:00;21;7
P04;18:00:01;21;7
P04;18:00:02;30;23
P04;18:00:03;43;38
P04;18:00:04;50;61
P04;18:00:05;53;61
P04;18:00:06;41;38
P04;18:00:07;56;37
P04;18:00:08;56;37
P04;18:00:09;74;30
P04;18:00:10;88;44
P04;18:00:11;88;44
P04;18:00:12;100;74
P04;18:00:13;90;67
P04;18:00:14;81;61
P04;18:00:15;67;50
P04;18:00:16;54;29
P04;18:00:17;44;34
P04;18:00:18;30;27
P04;18:00:19;43;38
P04;18:00:20;53;53
P04;18:00:21;69;50
P04;18:00:22;80;53
P04;18:00:23;67;48
P04;18:00:24;66;50
P04;18:00:25;67;54
P04;18:00:26;60;60
P04;18:00:27;60;44
P04;18:00:28;51;24
P04;18:00:29;38;13
P04;18:00:30;41;10
P04;18:00:31;41;23
P04;18:00:32;37;40
P04;18:00:33;41;47
P04;18:00:34;44;48
P04;18:00:35;34;38
P04;18:00:36;48;29
P04;18:00:37;34;26
P04;18:00:38;38;34
P04;18:00:39;54;47
P04;18:00:40;51;50
P04;18:00:41;61;54
P04;18:00:42;50;60
P04;18:00:43;44;61
P04;18:00:44;35;56
P04;18:00:45;30;47
P04;18:00:46;30;47
P04;18:00:47;47;41
P04;18:00:48;53;41
P04;18:00:49;57;40
P04;18:00:50;57;54
P04;18:00:51;41;54
P04;18:00:52;47;48
P04;18:00:53;54;48
P04;18:00:54;54;60
P04;18:00:55;69;53
P04;18:00:56;60;63
P04;18:00:57;53;75
P04;18:00:58;56;56
P04;18:00:59;43;44
P04;18:01:00;38;20
P04;18:01:01;48;10
P04;18:01:02;48;17
P04;18:01:03;47;30
P04;18:01:04;37;38
P04;18:01:05;34;35
P04;18:01:06;23;35
P04;18:01:07;23;35
P04;18:01:08;23;35
P04;18:01:09;35;37
P04;18:01:10;51;48
P04;18:01:11;44;53
P04;18:01:12;51;40
P04;18:01:13;50;40
P04;18:01:14;38;44
P04;18:01:15;38;40
P04;18:01:16;47;57
P04;18:01:17;50;63
P04;18:01:18;56;50
P04;18:01:19;56;54
P04;18:01:20;53;44
P04;18:01:21;51;34
P04;18:01:22;56;57
P04;18:01:23;57;57
P04;18:01:24;60;67
P04;18:01:25;53;80
P04;18:01:26;51;70
P04;18:01:27;50;61
P04;18:01:28;50;53
P04;18:01:29;50;53
P04;18:01:30;67;51
P04;18:01:31;77;50
P04;18:01:32;77;57
P04;18:01:33;67;53
P04;18:01:34;66;53
P04;18:01:35;54;44
P04;18:01:36;48;47
P04;18:01:37;56;43
P04;18:01:38;41;27
P04;18:01:39;37;24
P04;18:01:40;38;20
P04;18:01:41;27;21
P04;18:01:42;30;26
P04;18:01:43;44;48
P04;18:01:44;43;43
P04;18:01:45;51;50
P04;18:01:46;48;50
P04;18:01:47;44;34
P04;18:01:48;51;38
P04;18:01:49;56;38
P04;18:01:50;60;41
P04;18:01:51;60;47
P04;18:01:52;60;54
P04;18:01:53;57;64
P04;18:01:54;63;78
P04;18:01:55;53;64
P04;18:01:56;64;50
P04;18:01:57;47;34
P04;18:01:58;47;20
P04;18:01:59;57;44
P04;18:02:00;41;48
P04;18:02:01;47;53
P04;18:02:02;30;38
P04;18:02:03;29;30
P04;18:02:04;27;24
P04;18:02:05;34;23
P04;18:02:06;38;37
P04;18:02:07;23;26
P04;18:02:08;30;43
P04;18:02:09;37;53
P04;18:02:10;34;43
P04;18:02:11;47;57
P04;18:02:12;44;37
P04;18:02:13;34;35
P04;18:02:14;35;41
P04;18:02:15;40;38
P04;18:02:16;37;56
P04;18:02:17;38;48
P04;18:02:18;24;44
P04;18:02:19;11;27
P04;18:02:20;16;24
P04;18:02:21;21;47
P04;18:02:22;48;53
P04;18:02:23;53;61
P04;18:02:24;56;64
P04;18:02:25;56;47
P04;18:02:26;60;57
P04;18:02:27;66;61
P04;18:02:28;54;56
P04;18:02:29;47;57
P04;18:02:30;38;47
P04;18:02:31;30;38
P04;18:02:32;37;35
P04;18:02:33;43;26
P04;18:02:34;44;24
P04;18:02:35;43;26
P04;18:02:36;43;35
P04;18:02:37;41;40
P04;18:02:38;34;37
P04;18:02:39;37;40
P04;18:02:40;35;41
P04;18:02:41;38;35
P04;18:02:42;40;38
P04;18:02:43;47;38
P04;18:02:44;56;37
P04;18:02:45;43;30
P04;18:02:46;48;26
P04;18:02:47;63;24
P04;18:02:48;66;23
P04;18:02:49;93;29
P04;18:02:50;100;27
P04;18:02:51;97;26
P04;18:02:52;90;21
P04;18:02:53;78;26
P04;18:02:54;53;35
P04;18:02:55;34;29
P04;18:02:56;24;24
P04;18:02:57;26;21
P04;18:02:58;38;14
P04;18:02:59;50;34
P04;18:03:00;56;40
P04;18:03:01;50;37
P04;18:03:02;41;54
P04;18:03:03;37;56
P04;18:03:04;34;50
P04;18:03:05;21;40
P04;18:03:06;11;21
P04;18:03:07;23;1
P04;18:03:08;27;10
P04;18:03:09;40;27
P04;18:03:10;43;24
P04;18:03:11;43;43
P04;18:03:12;41;35
P04;18:03:13;43;30
P04;18:03:14;50;47
P04;18:03:15;41;47
P04;18:03:16;38;47
P04;18:03:17;40;48
P04;18:03:18;37;48
P04;18:03:19;40;51
P04;18:03:20;48;63
P04;18:03:21;48;63
P04;18:03:22;40;63
P04;18:03:23;35;56
P04;18:03:24;44;51
P04;18:03:25;34;51
P04;18:03:26;34;50
P04;18:03:27;41;67
P04;18:03:28;29;69
P04;18:03:29;30;61
P04;18:03:30;47;61
P04;18:03:31;51;41
P04;18:03:32;53;37
P04;18:03:33;69;38
P04;18:03:34;77;48
P04;18:03:35;0;0
P04;18:03:36;66;50
P04;18:03:37;0;0
P04;18:03:38;56;57
P04;18:03:39;48;51
P04;18:03:40;43;30
P04;18:03:41;16;13
P04;18:03:42;7;11
P04;18:03:43;17;34
P04;18:03:44;17;37
P04;18:03:45;40;57
P04;18:03:46;38;61
P04;18:03:47;37;48
P04;18:03:48;41;57
P04;18:03:49;29;51
P04;18:03:50;24;40
P04;18:03:51;27;50
P04;18:03:52;23;44
P04;18:03:53;27;43
P04;18:03:54;26;50
P04;18:03:55;29;43
P04;18:03:56;37;60
P04;18:03:57;34;56
P04;18:03:58;29;53
P04;18:03:59;24;51
P04;18:04:00;16;43
P04;18:04:01;20;47
P04;18:04:02;34;54
P04;18:04:03;34;56
P04;18:04:04;38;53
P04;18:04:05;35;43
P04;18:04:06;41;41
P04;18:04:07;40;40
P04;18:04:08;38;43
P04;18:04:09;40;44
P04;18:04:10;27;26
P04;18:04:11;29;26
P04;18:04:12;30;29
P04;18:04:13;16;29
P04;18:04:14;17;51
P04;18:04:15;16;54
P04;18:04:16;7;51
P04;18:04:17;29;61
P04;18:04:18;26;47
P04;18:04:19;27;40
P04;18:04:20;24;30
P04;18:04:21;13;27
P04;18:04:22;3;20
P04;18:04:23;13;26
P04;18:04:24;27;27
P04;18:04:25;29;21
P04;18:04:26;40;26
P04;18:04:27;21;17
P04;18:04:28;13;24
P04;18:04:29;21;35
P04;18:04:30;16;41
P04;18:04:31;10;37
P04;18:04:32;8;48
P04;18:04:33;1;47
P04;18:04:34;8;47
P04;18:04:35;27;53
P04;18:04:36;35;26
P04;18:04:37;35;16
P04;18:04:38;53;29
P04;18:04:39;40;27
P04;18:04:40;60;38
P04;18:04:41;78;41
P04;18:04:42;69;27
P04;18:04:43;88;29
P04;18:04:44;74;34
P04;18:04:45;74;43
P04;18:04:46;70;43
P04;18:04:47;66;53
P04;18:04:48;63;44
P04;18:04:49;56;53
P04;18:04:50;51;51
P04;18:04:51;50;53
P04;18:04:52;61;60
P04;18:04:53;61;40
P04;18:04:54;70;35
P04;18:04:55;78;21
P04;18:04:56;69;21
P04;18:04:57;70;37
P04;18:04:58;60;34
P04;18:04:59;44;38
P04;18:05:00;47;30
P04;18:05:01;29;16
P04;18:05:02;35;17
P04;18:05:03;40;23
P04;18:05:04;23;27
P04;18:05:05;37;38
P04;18:05:06;30;38
P04;18:05:07;23;41
P04;18:05:08;47;54
P04;18:05:09;34;50
P04;18:05:10;47;61
P04;18:05:11;47;54
P04;18:05:12;34;38
P04;18:05:13;37;35
P04;18:05:14;40;37
P04;18:05:15;50;44
P04;18:05:16;54;56
P04;18:05:17;74;66
P04;18:05:18;63;50
P04;18:05:19;54;30
P04;18:05:20;50;26
P04;18:05:21;30;24
P04;18:05:22;27;43
P04;18:05:23;27;61
P04;18:05:24;23;56
P04;18:05:25;27;63
P04;18:05:26;21;56
P04;18:05:27;29;43
P04;18:05:28;40;53
P04;18:05:29;53;56
P04;18:05:30;56;61
P04;18:05:31;40;57
P04;18:05:32;41;70
P04;18:05:33;26;63
P04;18:05:34;26;48
P04;18:05:35;34;53
P04;18:05:36;27;21
P04;18:05:37;20;13
P04;18:05:38;21;7
P04;18:05:39;34;16
P04;18:05:40;29;37
P04;18:05:41;34;35
P04;18:05:42;40;56
P04;18:05:43;30;29
P04;18:05:44;43;40
P04;18:05:45;44;27
P04;18:05:46;40;26
P04;18:05:47;29;40
P04;18:05:48;17;23
P04;18:05:49;26;40
P04;18:05:50;29;40
P04;18:05:51;35;47
P04;18:05:52;26;53
P04;18:05:53;13;53
P04;18:05:54;13;57
P04;18:05:55;17;51
P04;18:05:56;20;27
P04;18:05:57;17;27
P04;18:05:58;20;20
P04;18:05:59;16;26
P04;18:06:00;23;60
P04;18:06:01;35;66
P04;18:06:02;37;61
P04;18:06:03;48;70
P04;18:06:04;56;57
P04;18:06:05;56;50
P04;18:06:06;61;64
P04;18:06:07;57;60
P04;18:06:08;57;60
P04;18:06:09;54;63
P04;18:06:10;56;74
P04;18:06:11;43;63
P04;18:06:12;43;35
P04;18:06:13;37;37
P04;18:06:14;30;37
P04;18:06:15;30;41
P04;18:06:16;34;61
P04;18:06:17;40;63
P04;18:06:18;43;51
P04;18:06:19;43;61
P04;18:06:20;47;63
P04;18:06:21;41;67
P04;18:06:22;27;63
P04;18:06:23;24;48
P04;18:06:24;21;53
P04;18:06:25;23;51
P04;18:06:26;29;44
P04;18:06:27;37;53
P04;18:06:28;27;41
P04;18:06:29;27;30
P04;18:06:30;37;44
P04;18:06:31;29;40
P04;18:06:32;34;50
P04;18:06:33;38;60
P04;18:06:34;29;74
P04;18:06:35;17;74
P04;18:06:36;16;60
P04;18:06:37;11;54
P04;18:06:38;11;50
P04;18:06:39;23;47
P04;18:06:40;27;53
P04;18:06:41;37;61
P04;18:06:42;40;66
P04;18:06:43;48;74
P04;18:06:44;48;67
P04;18:06:45;48;64
P04;18:06:46;53;54
P04;18:06:47;60;51
P04;18:06:48;63;61
P04;18:06:49;66;66
P04;18:06:50;51;64
P04;18:06:51;44;83
P04;18:06:52;40;66
P04;18:06:53;37;57
P04;18:06:54;40;56
P04;18:06:55;38;40
P04;18:06:56;34;41
P04;18:06:57;27;38
P04;18:06:58;40;48
P04;18:06:59;30;35
P04;18:07:00;41;53
P04;18:07:01;43;51
P04;18:07:02;37;38
P04;18:07:03;48;69
P04;18:07:04;35;53
P04;18:07:05;24;37
P04;18:07:06;27;50
P04;18:07:07;23;41
P04;18:07:08;30;44
P04;18:07:09;43;69
P04;18:07:10;48;63
P04;18:07:11;53;63
P04;18:07:12;54;66
P04;18:07:13;56;67
P04;18:07:14;44;56
P04;18:07:15;38;50
P04;18:07:16;38;50
P04;18:07:17;34;48
P04;18:07:18;41;53
P04;18:07:19;38;54
P04;18:07:20;43;64
P04;18:07:21;48;64
P04;18:07:22;50;60
P04;18:07:23;60;56
P04;18:07:24;43;48
P04;18:07:25;34;44
P04;18:07:26;26;48
P04;18:07:27;29;67
P04;18:07:28;24;64
P04;18:07:29;29;61
P04;18:07:30;17;60
P04;18:07:31;17;41
P04;18:07:32;41;48
P04;18:07:33;43;64
P04;18:07:34;54;77
P04;18:07:35;53;81
P04;18:07:36;51;83
P04;18:07:37;60;80
P04;18:07:38;51;70
P04;18:07:39;44;70
P04;18:07:40;40;70
P04;18:07:41;50;81
P04;18:07:42;0;0
P04;18:07:43;53;75
P04;18:07:44;54;70
P04;18:07:45;0;74
P04;18:07:46;48;80
P04;18:07:47;48;84
P04;18:07:48;35;64
P04;18:07:49;24;0
P04;18:07:50;16;54
P04;18:07:51;0;0
P04;18:07:52;30;41
P04;18:07:53;29;48
P04;18:07:54;44;51
P04;18:07:55;27;41
P04;18:07:56;29;43
P04;18:07:57;38;41
P04;18:07:58;40;54
P04;18:07:59;54;54
P04;18:08:00;51;64
